igbo_word,english_translation,pronunciation_guide
asa,a species of fish,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63230af127132a1d34bcb493.mp3
mangalà,"a species of fish that is very tasty, usually dried",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63445a9657a64e7271eff13e.mp3
okwunkwutù,a speech in which a sentiment is expressed ironically by negating its contrary; litotes,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b85f6.webm
orurughookwū,a speech in which successive phrases or words are arranged in ascending order of importance; climax,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8998.webm
m̀mèmmadụ̀,a speech that gives an animal or object a human behavior; personification,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b82f9.webm
ọ̀ghàròokwū,a speech that portrays the opposite of what it means; irony,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b79bb.webm
ǹkwusara,a speech to a person who is not present or to a personified object; an apostrophe,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b803d.webm
ǹkwuma,"a speech used instead of another that would be considered harsh, impolite, or unpleasant; euphemism",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8238.webm
ahọ̀ọnọ̀chī,a speech whereby the attributes are used to replace names; metonymy,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7260.webm
akpaàlòokwū,a speech with a meaning not deducible from those of the individual words; idiom,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6eb1.webm
ọ̀kpụ̀,a spherically moulded figure; moulded ball shapes,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b87f7.mp3
mmụọ̀ozī,a spiritual being that acts as an agent or messenger of God; angel,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64116d0a94c3e984e6949004.mp3
èbumọnụ̄,fasting; staying without food especially for religious or medical reasons,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633af575010e3414948dd58c.mp3
m̀gbaàmà,a spy,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9842b322a6bd4d1336.mp3
àghara,a state of complete confusion and lack of order; chaos,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6ec4.webm
re ūrē,a state of decaying or decomposing,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6435f9242eb66012f7b28263.mp3
àmụụ̄ghā,a statement that is not true; false witness,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63b821c44e8dc1682ada0f35.mp3
ekwu,a steel tripod for cooking with firewood,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6343fc6836716d96ccc3bb26.mp3
erīērī,a stingy person,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63f68af41e98051286e7556d.mp3
òkwutē,"a stone, rock; a large or small piece of stone detached from a cliff or mountain",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8605.mp3
ọba,place where yams are stacked and stored,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b86fd.mp3
òcheǹdò,a structure or tree that forms a shade; an umbrella,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62730cdf1c3ea6092d1f91f3.webm
mgbidi,a structure that separates pieces of land; fence,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9742b322a6bd4d0b7c.mp3
chịǹchị̀,a wingless bug that sucks human blood usually found in a furniture made of foam; bedbug;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633afae6eae4b40f5416bf22.mp3
ọgwụ̀ahụhụ,a substance used to kill insects; insecticide,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6380aefb75a18ac0acf8d173.mp3
nkụjà,a sudden shock; a startle,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6450c11cec61494563f401e9.mp3
ọ̀chịchị ezèchihachìbèrè,a system of government where leadership is transferred from one generation to another,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63580393d071505d4ddeb807.mp3
ìsusu,a system of saving money on daily or monthly basis,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63441c0336716d2114c3c61d.mp3
deē,"a term of deference to elders, especially males",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8772.webm
kapēètì,a textile floor covering; carpet,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6380c438d7afacbe3b1cccc6.mp3
sìnìma,a theatre were films are shown for public entertainment; cinema,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63774baccc506271f8b36895.mp3
ụtàrà,"native African food prepared thick, malleable, and elastic; fufu (cassava, yam, garri, plantain, etc.)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633d9c2045b48cbb9b75d4e7.mp3
ọ̀mụgwọ̀,a three-month exclusive care period for a woman that gave birth,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b814d.webm
elekere,a timepiece that shows the time of the day; clock,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6297ffe686589dead2043fd2.mp3
àlịlà,"a tiny light-red colored myriapod, which smells and, sometimes, occur in a cluster",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7962.mp3
Osebūlụ̄ụ̀wà,a title given to God by the Igbo people; everlasting God; God till the end of time,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b869e.webm
òdoziakụ̀,a title used to address a woman in formal contexts; madam,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6356bd1cc47852f2627b4d17.mp3
ọtụchi,a tool used in locking and unlocking an object; key,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8cab.webm
Ǹsụkā,"a town and local government in Enugu State, south eastern Nigeria, the home of the first indigenous Nigerian university, the University of Nigeria",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63bd268573c87b32a808aa9c.mp3
Òpi,a town in Enugu State very close to Nsukka,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/636310f5869898f037e9d798.mp3
ụ̀kpụ̀rụ̀,a trace; a print; pattern,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62f6e042974f6b3723995eff.mp3
àtị̀lọ̀ọgwụ̀,a traditional Igbo dance that involves a lot of acrobatics,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63343eac750e863775676490.mp3
ụgbọòlòko,a train,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6341515f1d1b5a45b8dcc403.mp3
ụkpọ̀ọkụ̄,"a transparent bump on the skin, filled with serum and caused by friction; blister",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c53d9a4a21b6edd76e2fe7.mp3
ngàlàbà,a tree branch,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62d0190a0ade64afdb20a6e1.mp3
agbā,a tree from where we get durable timber for wood work.,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/635310628bdfdc7681adf0eb.mp3
nnwàle,a trial to see how good something is; test (also academic),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63094d06580f8e87e57d0ddf.mp3
iko mbụụwa,a trophy that is lifted by the winner of the biggest football competition; world cup,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c4caf3e651630d0b258012.mp3
ǹtụtụ̄,a tube with a nozzle and piston or bulb for sucking in and ejecting liquid; syringe,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6365973573837b3a05cde3c4.mp3
ụ̀tàzị̀,a type of bitter vegetable used in cooking white soup (Gongronema latifolia),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6322721a7151e2ef6bfcf4d5.mp3
ụ̀gbụ,a type of fishing net,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6336ee9149001a8862f09907.mp3
m̀kpàkànà,a type of iron trap with sharp pointed forks used in catching rodents,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6357fc177a60f6249a51b7a5.mp3
ẹwà,a type of vegetable used in preparing soup in some parts of Igboland.,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6423eebb0f65b503d3829997.mp3
èkpètè,a unit of six; half a dozen,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b75c6.mp3
òkpòròko,a variety of oil palm fruit which does not yield much oil [opposite of ọ̀sụkwū],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63907b2d1dbf68d0e2b309fe.mp3
aja,the loose granular substance that covers part of the earth surface; sand; soil,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6ee7.webm
èzegē,a very important person; VIP,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6324894ccab949030203d91b.mp3
agbàgaǹtì,a viral infection that affect the parotid glands on either sides of the cheeks making them tender or painful; mumps,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63480fecd97e4559fbd6d997.mp3
ntụrị̀ụkwụ̄,a viral infection that affects the central nervous system and causes paralysis; poliomyelitis,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/638f60f4006d5dd7582542a0.mp3
ìdemmīrī,"a water deity with a cult, usually with one shrine on the land and another in the water",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9642b322a6bd4d0691.mp3
ngụ̀,locally made potash by burning the residue from palm fruit head after removing the nuts and letting the residue dry up,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6345d6e4100e32292c94723c.mp3
ozinnọọ̀,a welcome address often presented at an event,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632a1430bbe993f20614a51b.mp3
ntụọcha,"a white addictive drug gotten from coca, commonly classified as an illegal stimulant",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63f0521bb02d989ea16a7171.mp3
alọ̀m̀,"a white rock that dissolves in water, used to purify things or for other health-related issues.",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63a9ba58ba96ff301f4c7107.mp3
ọ̀sụ,"a white, congealed ingredient used for preparing soup when grinded.",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/642273f69087367c396d3b55.mp3
àjàdù,a widow or a widower;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6345b76906468b343bb21cbd.mp3
onyeǹdụmọdụ̀,a wise and trusted counsellor or adviser; mentor,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63aa845beb415a1332b30fea.mp3
onyaakeebē,a witness; someone who testifies to a case,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634eb2920523087d8b2747a3.mp3
ìnyòmìikē,a woman admired for her great achievements or fine qualities; heroine,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632f2e53224423cf8cb022ad.mp3
nnenwaànyị̀,"a woman in her early or late middle age, expectedly with a child or children; mature woman",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b82c8.webm
kà,a word that is used to join two nouns in a phrase or sentence; coordinating conjunction,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c22ae8777199aa3f2a94f5.mp3
etu,a worm-like animal that usually found in rivers or streams; leech(es),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/641dd4238100a20c19c28f69.mp3
akwụkwọ,leaf or leaves of plants,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b704f.webm
nwaāmādī,a young lad/man; master; a title for a young boy,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6361c255724b2b36b47dbd7b.mp3
ụgbeelū,airplane; aeroplane,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7600.mp3
rịpụ̀,alight from a vehicle,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/645d2593f2942b61d08ad199.mp3
ìsee,let it be as you have said,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63496bc7cd4d0f6afa419556.mp3
ha kà,amount to; be equal to; be as big as,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6345c85806468b9498b222a6.mp3
àlà,land; ground; floor; the part of the earth's surface that is not covered by water,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b711a.mp3
nchèta,the act of remembering; remembrance,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6374df6c8044cf7f6c9c4f0e.mp3
mmezi,the fixing or making right of something,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6387d76b01929152b47e1679.mp3
ọjị,kola nut,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b878d.webm
gba,expose; bear (display),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b780c.webm
gba mkpị̀,"appear or occur as more than one, especially where one item is expected;",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6ec7.mp3
dịkà,as; for instance; looks like,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7456.webm
-tụ,attached to a verb to convey a little bit of the verb; a little bit,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/637fedc12ce9f4b68a920cb0.mp3
tozù ètozù,be mature,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63be9f28e2a5fa2e6a55500b.mp3
àzụụlọ̀,backyard of a house or building,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633af99e8aa8c75ca2156047.mp3
tụ egwù,be afraid or scared,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63af45f2bf1cbe9c32004b91.mp3
dọ̀,be at or in a place(heavy or bulky object) ; stay (heavy or bulky object),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b74c1.webm
sọ anya,be timid; be shy; fear or be afraid to face someone or something,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/638ff0e3a36c3c6f34b0f0ee.mp3
zù ọnụ̄,be complete (counting);,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b885e.webm
tè aka,be distant; be far;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6f73.mp3
ta akị,be dry or without juice as expected of juicy fruits and tubers; non-succulent,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6faa.mp3
hā,"be equal to, on an equality; be as much",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8923.webm
si,cook; boil,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b89f5.webm
hụju ānyā,"toil, suffer greatly",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6412b62857e37957b92eedfe.mp3
cha,give out light; radiate or flash (light),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b72f1.webm
kpà,worry; bother,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7d26.webm
zachi,"become so swollen as to cover up spaces or orifices in an organ, e.g. eyes, ears, etc.",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63edad5edc260df83ad9920a.mp3
nyà,drive; ride,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b844d.webm
arụ,"bite; an act of biting someone or something, especially as an attack",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6408a0afbf996f423e27ea29.mp3
bànyè,enter; go in,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b71f3.mp3
nwaafọ̄,son or child-of-the-soil; indigene; citizen,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8319.webm
